weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_labor_power,policy_health_insur,policy_free_trade,policy_trans_athletes,policy_abortion,policy_defund_police,policy_gun_rights,policy_marijuana_legal,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey
0.5905486049,,60.0,0.0,No,Likely to accept,Extremely unlikely,Very important,Only a little proud,Agree,,Disagree,71,Strongly disagree,80,Strongly agree,99,Strongly disagree,41,Strongly disagree,73.0,Strongly support,Oppose,,,,,80.0,50.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,1. Limit free trade,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1961,Female,White,No,I can not speak Spanish,2-year,Divorced,Full-time,"$30,000 - $39,999",No,Independent,Lean Democrat,Jill Stein,Joe Biden,Wisconsin,Suburban area,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2024-01-13 00:31:38,2024-01-13 00:48:46,1,2024,3,70
0.7831395399,,100.0,0.0,Yes,Equally likely to refuse or accept,Unlikely,Important,Very proud,Agree,,Strongly disagree,42,Strongly disagree,61,Strongly agree,85,Agree,52,Strongly disagree,79.0,Strongly oppose,,,,,,60.0,34.0,4. Middle of the road; see the pros and cons of both sides,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1974,Female,White,No,I can not speak Spanish,Some college,Married,Homemaker,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Suburban area,Yes,Liberal,Some of the time,Protestant,Seldom,Yes,Somewhat important,Several times a day,2024-01-13 00:25:10,2024-01-13 00:50:44,1,2024,3,70
0.8298833983,Independent assigned Democrat,0.0,0.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Only a little proud,Neither agree nor disagree,,Neither agree nor disagree,0,Neither agree nor disagree,0,Neither agree nor disagree,0,Neither agree nor disagree,0,Neither agree nor disagree,0.0,Neither support nor oppose,,,,,,0.0,0.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,2003,Female,Black,No,I can not speak Spanish,No HS,Never married,Unemployed,Prefer not to say,No,Not sure,Independent,Did not vote for President,Did not vote for President,New York,Suburban area,No,Not sure,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2024-01-12 18:40:21,2024-01-13 01:02:26,1,2024,3,70
0.7660405777,,80.0,11.0,No,Equally likely to refuse or accept,Unlikely,Very important,Very proud,Neither agree nor disagree,,Strongly disagree,69,Strongly disagree,64,Agree,80,Strongly disagree,60,Strongly disagree,77.0,Strongly oppose,,,,,,60.0,20.0,1. Tax richer people at a higher rate,3.,,3.,5.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1960,Female,White,No,I can not speak Spanish,High school graduate,Divorced,Homemaker,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,Smaller city,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Very important,Once a day,2024-01-13 00:33:38,2024-01-13 01:24:00,1,2024,3,70
0.8782802968,,51.0,27.0,Yes,Likely to accept,Likely,Very important,Moderately proud,Neither agree nor disagree,,Neither agree nor disagree,24,Neither agree nor disagree,51,Neither agree nor disagree,8,Strongly disagree,53,Disagree,47.0,Support,Strongly oppose,,,,,99.0,21.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,1. Implement government health insurance for everyone,5.,,,,2.,,2000,Male,Hispanic,Yes,I speak both Spanish and English equally,4-year,Never married,Student,"$30,000 - $39,999",No,Independent,Lean Democrat,Did not vote for President,Did not vote for President,Virginia,Suburban area,Yes,Moderate,Some of the time,Protestant,Once a week,No,Somewhat important,Once a day,2024-01-13 02:25:25,2024-01-13 02:31:46,1,2024,3,70
0.6618628097,,63.0,36.0,Yes,Likely to accept,Equally likely to or unlikely,Very important,Moderately proud,Agree,,Neither agree nor disagree,37,Neither agree nor disagree,43,Agree,44,Neither agree nor disagree,52,Agree,61.0,Support,Neither support nor oppose,,,,,43.0,39.0,6.,5.,,3.,3.,,,,4. Middle of the road; see the pros and cons of both sides,,1998,Female,Hispanic,Yes,I can not speak Spanish,4-year,Never married,Full-time,"$70,000 - $79,999",No,Democrat,Not very strong Democrat,Donald Trump,Joe Biden,Alaska,Suburban area,Yes,Moderate,Some of the time,Protestant,Once a week,Yes,Very important,Once a day,2024-01-13 02:24:28,2024-01-13 02:32:54,1,2024,3,70
0.5562888031,,80.0,10.0,No,Likely to refuse,Unlikely,Important,Moderately proud,Neither agree nor disagree,,Disagree,82,Neither agree nor disagree,93,Agree,98,Disagree,80,Disagree,89.0,Oppose,,,,,,15.0,20.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,3.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1980,Male,Hispanic,Yes,I speak English primarily but can speak Spanish,4-year,Never married,Full-time,"$20,000 - $29,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Texas,Smaller city,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Not too important,Once a day,2024-01-13 02:27:00,2024-01-13 02:37:38,1,2024,3,70
1.5008846397,,75.0,50.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Extremely proud,Neither agree nor disagree,,Disagree,39,Disagree,45,Disagree,44,Neither agree nor disagree,43,Disagree,41.0,Oppose,,,,,,40.0,30.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,3.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1958,Female,Hispanic,Yes,I can not speak Spanish,2-year,Divorced,Unemployed,"$10,000 - $19,999",No,Independent,Lean Democrat,Did not vote for President,Did not vote for President,Kentucky,Suburban area,No,Liberal,Only now and then,Something else,Seldom,No,Very important,Several times a day,2024-01-13 02:25:58,2024-01-13 02:42:48,1,2024,3,70
0.8516197642,,80.0,40.0,No,Likely to accept,Unlikely,Important,Moderately proud,Neither agree nor disagree,,Disagree,55,Strongly disagree,5,Neither agree nor disagree,100,Strongly disagree,10,Disagree,40.0,Strongly support,Strongly oppose,,,,,30.0,10.0,1. Tax richer people at a higher rate,2.,,3.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1987,Female,Hispanic,Yes,I speak both Spanish and English equally,4-year,Never married,Full-time,"$80,000 - $99,999",Yes,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Texas,Suburban area,Yes,Liberal,Some of the time,Nothing in particular,Seldom,No,Not too important,Once a week,2024-01-13 02:24:33,2024-01-13 02:45:17,1,2024,3,70
0.8280174632,,10.0,90.0,No,Likely to accept,Unlikely,Very important,Moderately proud,Disagree,MAGA Republican,Neither agree nor disagree,70,Disagree,90,Agree,90,Strongly disagree,90,Neither agree nor disagree,90.0,Neither support nor oppose,,,,,,90.0,80.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,7. Have individuals and private insurance pay medical expenses,1. Limit free trade,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1952,Female,White,No,I can not speak Spanish,High school graduate,Divorced,Retired,"$60,000 - $69,999",No,Republican,Strong Republican,Hillary Clinton,Joe Biden,Michigan,Suburban area,Yes,Conservative,Most of the time,Something else,Never,No,Not at all important,Never,2024-01-13 02:25:26,2024-01-13 02:45:22,1,2024,3,70
1.2331568119,,10.0,78.0,No,Likely to refuse,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,Neither,Disagree,30,Neither agree nor disagree,10,Neither agree nor disagree,46,Agree,79,Neither agree nor disagree,50.0,Strongly oppose,,,,,,9.0,0.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,5.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1951,Female,White,No,I can not speak Spanish,High school graduate,Widowed,Retired,Prefer not to say,No,Republican,Strong Republican,Donald Trump,Donald Trump,Ohio,Rural area,Yes,Conservative,Some of the time,Roman Catholic,Once a week,No,Very important,Once a week,2024-01-13 02:26:29,2024-01-13 02:46:11,1,2024,3,70
0.8280174632,,60.0,30.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Very proud,Neither agree nor disagree,,Disagree,65,Disagree,60,Neither agree nor disagree,51,Strongly disagree,54,Strongly disagree,51.0,Oppose,,,,,,57.0,60.0,3.,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,1957,Female,White,No,I can not speak Spanish,High school graduate,Divorced,Permanently disabled,"$10,000 - $19,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Alabama,Rural area,Yes,Moderate,Most of the time,Roman Catholic,Seldom,Yes,Somewhat important,Several times a day,2024-01-13 02:30:45,2024-01-13 02:46:50,1,2024,3,70
1.6788751073,Independent assigned Democrat,98.0,96.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Extremely proud,Neither agree nor disagree,,Neither agree nor disagree,49,Neither agree nor disagree,75,Neither agree nor disagree,51,Neither agree nor disagree,57,Neither agree nor disagree,51.0,Neither support nor oppose,,,,,,50.0,51.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1997,Female,Hispanic,Yes,I speak English primarily but can speak Spanish,High school graduate,Domestic / civil partnership,Homemaker,Prefer not to say,Yes,Not sure,Independent,Did not vote for President,Did not vote for President,California,Big city,No,Not sure,Only now and then,Roman Catholic,Never,No,Very important,Once a day,2024-01-13 02:30:04,2024-01-13 02:47:18,1,2024,3,70
3.0217475517,,15.0,85.0,No,Likely to refuse,Unlikely,Very important,Very proud,Neither agree nor disagree,Neither,Disagree,8,Neither agree nor disagree,14,Neither agree nor disagree,8,Neither agree nor disagree,18,Disagree,14.0,Strongly oppose,,,,,,20.0,5.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,3.,,2000,Female,White,No,I can not speak Spanish,Some college,Never married,Part-time,Prefer not to say,No,Republican,Strong Republican,Did not vote for President,Donald Trump,Iowa,Suburban area,Yes,Very conservative,Some of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2024-01-13 02:27:19,2024-01-13 02:49:09,1,2024,3,70
0.8280174632,,70.0,10.0,No,Equally likely to refuse or accept,Unlikely,Very important,Very proud,Disagree,,Disagree,10,Disagree,64,Agree,77,Neither agree nor disagree,77,Agree,85.0,Oppose,,,,,,98.0,78.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,5.,1. Limit free trade,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1954,Female,White,No,,High school graduate,Married,Retired,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Florida,Suburban area,Yes,Moderate,Some of the time,Jewish,Once or twice a month,No,Very important,Several times a day,2024-01-13 02:29:28,2024-01-13 02:50:09,1,2024,3,70
0.6318802547,,100.0,0.0,No,Extremely likely to refuse,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,Neither agree nor disagree,90,Strongly disagree,0,Neither agree nor disagree,0,Strongly disagree,0,Agree,8.0,Strongly oppose,,,,,,11.0,48.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,5.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1945,Female,White,No,I can not speak Spanish,High school graduate,Divorced,Retired,"$20,000 - $29,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,California,Small town,Yes,Very conservative,Hardly at all,Roman Catholic,Seldom,No,Very important,Several times a day,2024-01-13 02:37:24,2024-01-13 02:59:01,1,2024,3,70
1.1326056581,,64.0,0.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Moderately proud,Agree,,Strongly disagree,48,Strongly disagree,47,Neither agree nor disagree,55,Strongly disagree,35,Strongly disagree,37.0,Neither support nor oppose,,,,,,21.0,5.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,6.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1985,Male,White,No,I can not speak Spanish,Some college,Domestic / civil partnership,Permanently disabled,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Ohio,Smaller city,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-01-13 02:38:48,2024-01-13 02:59:38,1,2024,3,70
0.9159080414,,21.0,88.0,No,Likely to accept,Equally likely to or unlikely,Neither important nor unimportant,Very proud,Neither agree nor disagree,MAGA Republican,Disagree,56,Disagree,51,Neither agree nor disagree,53,Agree,31,Neither agree nor disagree,80.0,Neither support nor oppose,,,,,,70.0,70.0,3.,6.,,4. Middle of the road; see the pros and cons of both sides,2.,,,,2.,,1957,Female,White,No,I can not speak Spanish,High school graduate,Widowed,Retired,"$40,000 - $49,999",No,Republican,Not very strong Republican,Did not vote for President,Did not vote for President,Michigan,Big city,Yes,Moderate,Hardly at all,Roman Catholic,Seldom,No,Not too important,Once a day,2024-01-13 02:41:20,2024-01-13 03:00:38,1,2024,3,70
0.4846611901,,100.0,4.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Extremely proud,Agree,,Strongly disagree,28,Strongly disagree,0,Agree,78,Neither agree nor disagree,69,Strongly disagree,61.0,Support,Strongly oppose,,,,,19.0,0.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,7. Allow free trade,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1946,Male,White,No,I can not speak Spanish,4-year,Widowed,Full-time,"$30,000 - $39,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Illinois,Rural area,Yes,Moderate,Some of the time,Protestant,Once a week,No,Very important,Several times a day,2024-01-13 02:31:07,2024-01-13 03:03:16,1,2024,3,70
0.7659356976,,85.0,60.0,No,Likely to refuse,Equally likely to or unlikely,Important,Very proud,Neither agree nor disagree,,Disagree,60,Disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Disagree,50.0,Oppose,,,,,,60.0,40.0,4. Middle of the road; see the pros and cons of both sides,3.,,4. Middle of the road; see the pros and cons of both sides,3.,,,,3.,,1949,Female,White,No,I can not speak Spanish,High school graduate,Married,Retired,"$50,000 - $59,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Oregon,Small town,Yes,Moderate,Some of the time,Protestant,Seldom,Yes,Somewhat important,Don't know,2024-01-13 02:31:26,2024-01-13 03:04:54,1,2024,3,70
0.9159080414,,1.0,50.0,No,Equally likely to refuse or accept,Unlikely,Very important,Very proud,Disagree,Neither,Disagree,80,Disagree,81,Neither agree nor disagree,80,Neither agree nor disagree,90,Neither agree nor disagree,49.0,Neither support nor oppose,,,,,,70.0,39.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,5.,6.,,,,6.,,1957,Female,White,No,I can not speak Spanish,High school graduate,Married,Retired,Prefer not to say,No,Republican,Strong Republican,Did not vote for President,Did not vote for President,North Dakota,Suburban area,Yes,Conservative,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,2024-01-13 02:38:59,2024-01-13 03:17:24,1,2024,3,70
0.9775342388,Independent assigned Democrat,10.0,11.0,No,Likely to accept,Extremely unlikely,Very important,Moderately proud,Disagree,,Disagree,70,Strongly disagree,5,Neither agree nor disagree,50,Strongly disagree,70,Strongly disagree,40.0,Oppose,,,,,,25.0,10.0,3.,4. Middle of the road; see the pros and cons of both sides,,3.,5.,,,,5.,,1990,Male,Middle Eastern,No,I can not speak Spanish,Post-grad,Divorced,Full-time,"$120,000 - $149,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Oregon,Smaller city,Yes,Moderate,Most of the time,Muslim,Never,No,Somewhat important,Several times a day,2024-01-12 18:42:13,2024-01-13 04:32:48,1,2024,3,70
1.4747840953,Independent assigned Republican,0.0,0.0,No,Likely to accept,Unlikely,Unimportant,Only a little proud,Strongly disagree,,Neither agree nor disagree,79,Strongly disagree,30,Neither agree nor disagree,89,Strongly disagree,41,Disagree,64.0,Strongly support,Strongly oppose,,,,,5.0,4.0,1. Tax richer people at a higher rate,2.,,4. Middle of the road; see the pros and cons of both sides,6.,,,,4. Middle of the road; see the pros and cons of both sides,,1998,Male,Black,No,I can not speak Spanish,High school graduate,Never married,Unemployed,"$30,000 - $39,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Illinois,Big city,Yes,Moderate,Some of the time,Agnostic,Never,No,Not too important,Never,2024-01-12 23:40:18,2024-01-13 05:17:28,1,2024,3,70
1.0698217492,,50.0,60.0,Yes,Equally likely to refuse or accept,Likely,Important,Very proud,Agree,,Agree,70,Agree,80,Disagree,94,Neither agree nor disagree,80,Strongly agree,80.0,Strongly support,Strongly oppose,,,,,81.0,55.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,7. Allow free trade,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,2002,Male,White,Yes,I speak Spanish primarily,Some college,Never married,Student,Prefer not to say,No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Texas,Rural area,Yes,Not sure,Don't know,Nothing in particular,Don't know,No,Not at all important,Don't know,2024-01-13 05:27:31,2024-01-13 05:41:12,1,2024,3,70
0.8990667949,,75.0,0.0,No,Equally likely to refuse or accept,Extremely unlikely,Very important,Only a little proud,Strongly disagree,,Disagree,70,Strongly disagree,50,Neither agree nor disagree,95,Strongly disagree,50,Strongly disagree,50.0,Support,Neither support nor oppose,,,,,50.0,50.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,1979,Male,White,No,I can not speak Spanish,2-year,Never married,Part-time,"$40,000 - $49,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,California,Rural area,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2024-01-13 05:29:06,2024-01-13 05:45:41,1,2024,3,70
2.2439234214,,76.0,42.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Important,Moderately proud,Neither agree nor disagree,,Strongly disagree,38,Strongly disagree,49,Strongly disagree,55,Strongly disagree,40,Strongly disagree,37.0,Oppose,,,,,,56.0,8.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,1979,Male,Hispanic,Yes,I speak both Spanish and English equally,High school graduate,Never married,Full-time,"$70,000 - $79,999",No,Independent,Lean Democrat,Did not vote for President,Did not vote for President,Connecticut,Big city,No,Moderate,Some of the time,Something else,More than once a week,Yes,Very important,A few times a week,2024-01-13 05:40:00,2024-01-13 05:47:34,1,2024,3,70
0.5810643009,Independent assigned Democrat,4.0,5.0,No,Extremely likely to accept,Extremely unlikely,Very unimportant,Only a little proud,Strongly disagree,,Neither agree nor disagree,77,Neither agree nor disagree,69,Neither agree nor disagree,75,Strongly disagree,87,Strongly disagree,68.0,Neither support nor oppose,,,,,,73.0,80.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,1967,Male,White,No,I can not speak Spanish,No HS,Never married,Permanently disabled,"Less than $10,000",No,Other,Independent,Hillary Clinton,Howie Hawkins,New Mexico,Rural area,Yes,Not sure,Only now and then,Atheist,Never,No,Not at all important,Never,2024-01-13 05:37:46,2024-01-13 05:52:51,1,2024,3,70
0.8009110688,,58.0,58.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Important,Extremely proud,Agree,,Neither agree nor disagree,65,Disagree,64,Agree,78,Agree,40,Neither agree nor disagree,51.0,Oppose,,,,,,52.0,0.0,1. Tax richer people at a higher rate,6.,,4. Middle of the road; see the pros and cons of both sides,2.,,,,2.,,1965,Male,White,No,I can not speak Spanish,High school graduate,Never married,Permanently disabled,"$10,000 - $19,999",No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Pennsylvania,Smaller city,Yes,Conservative,Some of the time,Protestant,A few times a year,Yes,Very important,Once a day,2024-01-13 05:33:14,2024-01-13 05:56:19,1,2024,3,70
1.4746148302,Independent assigned Republican,0.0,50.0,No,Likely to accept,Unlikely,Very important,Extremely proud,Disagree,,Neither agree nor disagree,81,Neither agree nor disagree,56,Neither agree nor disagree,80,Strongly disagree,92,Neither agree nor disagree,96.0,Neither support nor oppose,,,,,,92.0,89.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,1. Limit free trade,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1999,Male,White,No,I can not speak Spanish,High school graduate,Never married,Homemaker,"$10,000 - $19,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Tennessee,Smaller city,No,Very conservative,Most of the time,Protestant,Don't know,Yes,Very important,Don't know,2024-01-13 05:38:27,2024-01-13 05:58:16,1,2024,3,70
1.7167257779,Independent assigned Democrat,62.0,73.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Important,Very proud,Neither agree nor disagree,,Agree,50,Neither agree nor disagree,50,Neither agree nor disagree,52,Neither agree nor disagree,51,Neither agree nor disagree,47.0,Neither support nor oppose,,,,,,52.0,22.0,5.,3.,,3.,4. Middle of the road; see the pros and cons of both sides,,,,3.,,1999,Male,Hispanic,Yes,I speak both Spanish and English equally,High school graduate,Never married,Unemployed,"$20,000 - $29,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Texas,Smaller city,Yes,Conservative,Don't know,Roman Catholic,Never,Yes,Somewhat important,Never,2024-01-13 05:35:29,2024-01-13 06:19:30,1,2024,3,70
0.9618662243,,74.0,43.0,Yes,Extremely likely to refuse,Extremely likely,Very important,Extremely proud,Strongly agree,,Strongly agree,61,Strongly agree,53,Strongly agree,69,Strongly agree,68,Strongly agree,59.0,Strongly support,Strongly support,Support,Support,Support,Neither support nor oppose,79.0,59.0,6.,6.,,6.,3.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,2000,Male,White,No,I can not speak Spanish,Some college,Never married,Part-time,"$10,000 - $19,999",Yes,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Washington,Big city,Yes,Very liberal,Some of the time,Roman Catholic,Once a week,Yes,Very important,Once a week,2024-01-13 05:33:48,2024-01-13 06:22:33,1,2024,3,70
1.3952463761,,40.0,70.0,No,Extremely likely to accept,Unlikely,Important,Moderately proud,Disagree,Neither,Disagree,91,Strongly disagree,87,Neither agree nor disagree,81,Disagree,70,Neither agree nor disagree,70.0,Oppose,,,,,,70.0,60.0,4. Middle of the road; see the pros and cons of both sides,6.,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1989,Female,White,No,I can not speak Spanish,Some college,Domestic / civil partnership,Homemaker,"$80,000 - $99,999",Yes,Independent,Lean Republican,Donald Trump,Donald Trump,Kentucky,Rural area,Yes,Conservative,Only now and then,Protestant,More than once a week,Yes,Very important,Several times a day,2024-01-13 07:28:13,2024-01-13 07:44:34,1,2024,3,70
0.9090302939,,5.0,55.0,No,Equally likely to refuse or accept,Unlikely,Very important,Very proud,Neither agree nor disagree,Neither,Strongly disagree,47,Strongly disagree,60,Strongly disagree,75,Strongly disagree,42,Strongly disagree,75.0,Strongly support,Oppose,,,,,64.0,48.0,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,,6.,6.,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1990,Male,White,No,,2-year,Never married,Full-time,Prefer not to say,No,Other,Lean Republican,Gary Johnson,Did not vote for President,Rhode Island,Small town,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2024-01-13 07:28:44,2024-01-13 07:45:59,1,2024,3,70
0.8536305625,,67.0,51.0,No,Equally likely to refuse or accept,Extremely likely,Very important,Extremely proud,Agree,,Strongly disagree,31,Strongly disagree,27,Neither agree nor disagree,49,Disagree,40,Disagree,87.0,Strongly oppose,,,,,,14.0,10.0,1. Tax richer people at a higher rate,6.,,7. Have individuals and private insurance pay medical expenses,6.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1995,Male,White,No,I can not speak Spanish,4-year,Married,Full-time,"$80,000 - $99,999",No,Independent,Lean Democrat,Donald Trump,Joe Biden,Illinois,Big city,Yes,Conservative,Only now and then,Protestant,Once a week,Yes,Very important,Several times a day,2024-01-13 07:30:38,2024-01-13 07:46:01,1,2024,3,70
1.1442596376,,64.0,54.0,No,Likely to refuse,Likely,Important,Very proud,Agree,Neither,Agree,66,Agree,56,Agree,61,Neither agree nor disagree,43,Agree,47.0,Neither support nor oppose,,,,,,69.0,54.0,4. Middle of the road; see the pros and cons of both sides,3.,,3.,6.,,,,5.,,1989,Female,White,No,I can not speak Spanish,4-year,Married,Full-time,"$120,000 - $149,999",Yes,Republican,Not very strong Republican,Donald Trump,Donald Trump,Illinois,Big city,Yes,Liberal,Some of the time,Protestant,More than once a week,Yes,Very important,A few times a week,2024-01-13 07:31:02,2024-01-13 07:47:40,1,2024,3,70
0.8662665148,,32.0,71.0,Yes,Likely to accept,Equally likely to or unlikely,Important,Extremely proud,Disagree,MAGA Republican,Agree,84,Neither agree nor disagree,75,Neither agree nor disagree,78,Neither agree nor disagree,77,Neither agree nor disagree,68.0,Neither support nor oppose,,,,,,74.0,72.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,2.,,,,2.,,1963,Female,White,No,I can not speak Spanish,Some college,Married,Homemaker,"$20,000 - $29,999",No,Republican,Strong Republican,Did not vote for President,Did not vote for President,Illinois,Rural area,No,Conservative,Only now and then,Protestant,Once or twice a month,Yes,Very important,Several times a day,2024-01-13 07:26:47,2024-01-13 07:47:41,1,2024,3,70
